Time,Weather,Temperature,Feels_Like,Wind_Speed
00:00:09,Light Rain,17,17,16
00:02:08,Light Rain,17,17,16
00:04:09,Light Rain,17,17,16
00:06:09,Light Rain,17,17,16
00:08:08,Light Rain,17,17,16
00:10:09,Light Rain,17,17,16
00:12:09,Light Drizzle,16,16,19
00:14:09,Light Drizzle,16,16,19
00:16:08,Light Drizzle,16,16,19
00:18:09,Light Drizzle,16,16,19
00:20:09,Light Drizzle,16,16,19
00:22:08,Light Drizzle,16,16,19
00:24:09,Light Drizzle,16,16,19
00:26:09,Light Drizzle,16,16,19
00:28:08,Light Drizzle,16,16,19
00:30:09,Light Drizzle,16,16,19
00:32:09,Light Drizzle,16,16,19
00:34:08,Light Drizzle,16,16,19
00:36:09,Light Drizzle,16,16,19
00:38:09,Light Drizzle,16,16,19
00:40:09,Light Drizzle,16,16,19
00:42:09,Light Drizzle,16,16,19
00:44:08,Light Drizzle,16,16,19
00:46:09,Light Drizzle,16,16,19
00:48:09,Light Drizzle,16,16,19
00:50:09,Light Drizzle,16,16,19
00:52:08,Light Drizzle,16,16,19
00:54:09,Light Drizzle,16,16,19
00:56:09,Light Drizzle,16,16,19
00:58:08,Light Drizzle,16,16,19
01:00:16,Light Drizzle,16,16,19
01:02:08,Light Drizzle,16,16,19
01:04:09,Light Drizzle,16,16,19
01:06:09,Light Drizzle,16,16,19
01:08:09,Light Drizzle,16,16,19
01:10:09,Light Drizzle,15,15,14
01:12:09,Light Drizzle,15,15,14
01:14:08,Light Drizzle,15,15,14
01:16:08,Light Drizzle,15,15,14
01:18:09,Light Drizzle,15,15,14
01:20:09,Light Drizzle,15,15,14
01:22:09,Light Drizzle,15,15,14
01:24:08,Light Drizzle,15,15,14
01:26:08,Light Drizzle,15,15,14
01:28:09,Light Drizzle,15,15,14
01:30:09,Light Drizzle,15,15,14
01:32:09,Light Drizzle,15,15,14
01:34:09,Light Drizzle,15,15,14
01:36:08,Light Drizzle,15,15,14
01:38:09,Light Drizzle,15,15,14
01:40:09,Light Drizzle,15,15,14
01:42:09,Light Drizzle,15,15,14
01:44:08,Light Drizzle,15,15,14
01:46:09,Light Drizzle,15,15,14
01:48:09,Light Drizzle,15,15,14
01:50:08,Light Drizzle,15,15,14
01:52:09,Light Drizzle,15,15,14
01:54:09,Light Drizzle,15,15,14
01:56:08,Light Drizzle,15,15,14
01:58:09,Light Drizzle,15,15,14
02:00:09,Light Drizzle,15,15,14
02:02:08,Light Drizzle,15,15,14
02:04:08,Light Drizzle,15,15,14
02:06:09,Light Drizzle,15,15,14
02:08:09,Light Drizzle,15,15,14
02:10:08,Light Drizzle,15,15,14
02:12:09,Light Drizzle,15,15,14
02:14:09,Light Drizzle,15,15,14
02:16:08,Light Drizzle,15,15,9
02:18:09,Light Drizzle,15,15,9
02:20:09,Light Drizzle,15,15,9
02:22:08,Light Drizzle,15,15,9
02:24:09,Light Drizzle,15,15,9
02:26:09,Light Drizzle,15,15,9
02:28:08,Light Drizzle,15,15,9
02:30:09,Light Drizzle,15,15,9
02:32:09,Light Drizzle,15,15,9
02:34:08,Light Drizzle,15,15,9
02:36:09,Light Drizzle,15,15,9
02:38:09,Light Drizzle,15,15,9
02:40:09,Light Drizzle,15,15,9
02:42:08,Light Drizzle,15,15,9
02:44:09,Light Drizzle,15,15,9
02:46:09,Light Drizzle,15,15,9
02:48:08,Light Drizzle,15,15,9
02:50:09,Light Drizzle,15,15,9
02:52:09,Light Drizzle,15,15,9
02:54:08,Light Drizzle,15,15,9
02:56:09,Light Drizzle,15,15,9
02:58:09,Light Drizzle,15,15,9
03:00:09,Light Drizzle,15,15,9
03:02:09,Light Drizzle,15,15,9
03:04:08,Light Drizzle,15,15,9
03:06:09,Light Drizzle,15,15,9
03:08:09,Light Drizzle,15,15,9
03:10:09,Light Drizzle,15,15,9
03:12:08,Light Drizzle,15,15,9
03:14:09,Light Drizzle,15,15,9
03:16:09,Mostly Cloudy,15,15,8
03:18:08,Mostly Cloudy,15,15,8
03:20:09,Mostly Cloudy,15,15,8
03:22:09,Mostly Cloudy,15,15,8
03:24:08,Mostly Cloudy,15,15,8
03:26:09,Mostly Cloudy,15,15,8
03:28:09,Mostly Cloudy,15,15,8
03:30:08,Mostly Cloudy,15,15,8
03:32:08,Mostly Cloudy,15,15,8
03:34:09,Mostly Cloudy,15,15,8
03:36:09,Mostly Cloudy,15,15,8
03:38:08,Mostly Cloudy,15,15,8
03:40:09,Mostly Cloudy,15,15,8
03:42:09,Mostly Cloudy,15,15,8
03:44:08,Mostly Cloudy,15,15,8
03:46:09,Mostly Cloudy,15,15,8
03:48:09,Mostly Cloudy,15,15,8
03:50:08,Mostly Cloudy,15,15,8
03:52:09,Mostly Cloudy,15,15,8
03:54:09,Mostly Cloudy,15,15,8
03:56:09,Mostly Cloudy,15,15,8
03:58:09,Mostly Cloudy,15,15,8
04:00:09,Mostly Cloudy,15,15,8
04:02:09,Mostly Cloudy,15,15,8
04:04:09,Mostly Cloudy,15,15,8
04:06:08,Mostly Cloudy,15,15,8
04:08:09,Mostly Cloudy,15,15,8
04:10:09,Mostly Cloudy,15,15,8
04:12:09,Mostly Cloudy,15,15,14
04:14:08,Mostly Cloudy,15,15,14
04:16:09,Mostly Cloudy,15,15,14
04:18:09,Mostly Cloudy,15,15,14
04:20:08,Mostly Cloudy,15,15,14
04:22:09,Mostly Cloudy,15,15,14
04:24:09,Mostly Cloudy,15,15,14
04:26:09,Mostly Cloudy,15,15,14
04:28:09,Mostly Cloudy,15,15,14
04:30:09,Mostly Cloudy,15,15,14
04:32:08,Mostly Cloudy,15,15,14
04:34:09,Mostly Cloudy,15,15,14
04:36:09,Mostly Cloudy,15,15,14
04:38:08,Mostly Cloudy,15,15,14
04:40:09,Mostly Cloudy,15,15,14
04:42:09,Mostly Cloudy,15,15,14
04:44:08,Mostly Cloudy,15,15,14
04:46:08,Mostly Cloudy,15,15,14
04:48:09,Mostly Cloudy,15,15,14
04:50:09,Mostly Cloudy,15,15,14
04:52:08,Mostly Cloudy,15,15,14
04:54:08,Mostly Cloudy,15,15,14
04:56:09,Mostly Cloudy,15,15,14
04:58:09,Mostly Cloudy,15,15,14
05:00:08,Mostly Cloudy,15,15,14
05:02:09,Mostly Cloudy,15,15,14
05:04:08,Mostly Cloudy,15,15,14
05:06:09,Mostly Cloudy,15,15,14
05:08:09,Mostly Cloudy,15,15,14
05:10:09,Mostly Cloudy,15,15,14
05:12:09,Mostly Cloudy,13,13,16
05:14:08,Mostly Cloudy,13,13,16
05:16:08,Mostly Cloudy,13,13,16
05:18:09,Mostly Cloudy,13,13,16
05:20:08,Mostly Cloudy,13,13,16
05:22:09,Mostly Cloudy,13,13,16
05:24:09,Mostly Cloudy,13,13,16
05:26:09,Mostly Cloudy,13,13,16
05:28:08,Mostly Cloudy,13,13,16
05:30:09,Mostly Cloudy,13,13,16
05:32:09,Mostly Cloudy,13,13,16
05:34:08,Mostly Cloudy,13,13,16
05:36:09,Mostly Cloudy,13,13,16
05:38:08,Mostly Cloudy,13,13,16
05:40:08,Mostly Cloudy,13,13,16
05:42:09,Mostly Cloudy,13,13,16
05:44:09,Mostly Cloudy,13,13,16
05:46:08,Mostly Cloudy,13,13,16
05:48:09,Mostly Cloudy,13,13,16
05:50:09,Mostly Cloudy,13,13,16
05:52:09,Mostly Cloudy,13,13,16
05:54:08,Mostly Cloudy,13,13,16
05:56:09,Mostly Cloudy,13,13,16
05:58:09,Mostly Cloudy,13,13,16
06:00:09,Mostly Cloudy,13,13,16
06:02:09,Mostly Cloudy,13,13,16
06:04:09,Mostly Cloudy,13,13,16
06:06:09,Mostly Cloudy,13,13,16
