Time,Weather,Temperature,Feels_Like,Wind_Speed
00:00:09,Fair,15,15,9
00:02:08,Fair,15,15,9
00:04:09,Fair,15,15,9
00:06:09,Fair,15,15,9
00:08:09,Fair,15,15,9
00:10:08,Fair,15,15,9
00:12:08,Fair,15,15,9
00:14:09,Fair,15,15,9
00:16:09,Fair,15,15,9
00:18:08,Fair,16,16,14
00:20:09,Fair,16,16,14
00:22:09,Fair,16,16,14
00:24:08,Fair,16,16,14
00:26:09,Fair,16,16,14
00:28:08,Fair,16,16,14
00:30:08,Fair,16,16,14
00:32:09,Fair,16,16,14
00:34:09,Fair,16,16,14
00:36:09,Fair,16,16,14
00:38:08,Fair,16,16,14
00:40:08,Fair,16,16,14
00:42:08,Fair,16,16,14
00:44:09,Fair,16,16,14
00:46:09,Fair,16,16,14
00:48:09,Fair,16,16,14
00:50:08,Fair,16,16,14
00:52:08,Fair,16,16,14
00:54:09,Fair,16,16,14
00:56:09,Fair,16,16,14
00:58:09,Fair,16,16,14
01:00:16,Fair,16,16,14
01:02:09,Fair,16,16,14
01:04:09,Fair,16,16,14
01:06:09,Fair,16,16,14
01:08:08,Fair,16,16,14
01:10:09,Fair,16,16,14
01:12:09,Fair,15,15,8
01:14:08,Fair,15,15,8
01:16:09,Fair,15,15,8
01:18:08,Fair,15,15,8
01:20:09,Fair,15,15,8
01:22:09,Fair,15,15,8
01:24:09,Fair,15,15,8
01:26:08,Fair,15,15,8
01:28:08,Fair,15,15,8
01:30:09,Fair,15,15,8
01:32:09,Fair,15,15,8
01:34:08,Fair,15,15,8
01:36:09,Fair,15,15,8
01:38:09,Fair,15,15,8
01:40:08,Fair,15,15,8
01:42:09,Fair,15,15,8
01:44:08,Fair,15,15,8
01:46:08,Fair,15,15,8
01:48:08,Fair,15,15,8
01:50:09,Fair,15,15,8
01:52:09,Fair,15,15,8
01:54:09,Fair,15,15,8
01:56:08,Fair,15,15,8
01:58:08,Fair,15,15,8
02:00:09,Fair,15,15,8
02:02:08,Fair,15,15,8
02:04:08,Fair,15,15,8
02:06:09,Fair,15,15,8
02:08:09,Fair,15,15,8
02:10:09,Fair,15,15,8
02:12:08,Fair,15,15,8
02:14:09,Fair,15,15,8
02:16:09,Fair,15,15,8
02:18:09,Fair,15,15,16
02:20:09,Fair,15,15,16
02:22:09,Fair,15,15,16
02:24:08,Fair,15,15,16
02:26:09,Fair,15,15,16
02:28:09,Fair,15,15,16
02:30:09,Fair,15,15,16
02:32:08,Fair,15,15,16
02:34:09,Fair,15,15,16
02:36:09,Fair,15,15,16
02:38:08,Fair,15,15,16
02:40:08,Fair,15,15,16
02:42:09,Fair,15,15,16
02:44:09,Fair,15,15,16
02:46:09,Fair,15,15,16
02:48:08,Fair,15,15,16
02:50:08,Fair,15,15,16
02:52:08,Fair,15,15,16
02:54:09,Fair,15,15,16
02:56:09,Fair,15,15,16
02:58:08,Fair,15,15,16
03:00:08,Fair,15,15,16
03:02:09,Fair,15,15,16
03:04:08,Fair,15,15,16
03:06:09,Fair,15,15,16
03:08:09,Fair,15,15,16
03:10:08,Fair,15,15,16
03:12:08,Fair,15,15,16
