,FENIAN_STREET,CITY_QUAY,FITZWILLIAM_SQUARE_EAST,BROOKFIELD_ROAD,EMMET_ROAD,ROTHE_ABBEY,KING_STREET_NORTH,GREEK_STREET,WESTERN_WAY,CHARLEMONT_PLACE,PARKGATE_STREET,HIGH_STREET,HEUSTON_BRIDGE_(SOUTH),PORTOBELLO_HARBOUR,ECCLES_STREET_EAST,MERRION_SQUARE_EAST,SMITHFIELD,PORTOBELLO_ROAD,CUSTOM_HOUSE_QUAY,MERRION_SQUARE_WEST,HARDWICKE_PLACE,ST._STEPHEN'S_GREEN_EAST,MOLESWORTH_STREET,UPPER_SHERRARD_STREET,MOUNTJOY_SQUARE_WEST,LIME_STREET,EXCHEQUER_STREET,ORMOND_QUAY_UPPER,NEW_CENTRAL_BANK,DAME_STREET,PARNELL_SQUARE_NORTH,DEVERELL_PLACE,EARLSFORT_TERRACE,BOLTON_STREET,JAMES_STREET_EAST,ECCLES_STREET,CATHAL_BRUGHA_STREET,STRAND_STREET_GREAT,FITZWILLIAM_SQUARE_WEST,FOWNES_STREET_UPPER,HERBERT_STREET,PARNELL_STREET,ST._STEPHEN'S_GREEN_SOUTH,PEARSE_STREET,EXCISE_WALK,TALBOT_STREET,CUSTOM_HOUSE,GEORGES_QUAY,LEINSTER_STREET_SOUTH,WILTON_TERRACE,TOWNSEND_STREET,JERVIS_STREET,HEUSTON_STATION_(CENTRAL),SMITHFIELD_NORTH,KEVIN_STREET,NEWMAN_HOUSE,SANDWITH_STREET,MOUNT_STREET_LOWER,HANOVER_QUAY,CHRISTCHURCH_PLACE,SIR_PATRICK_DUN'S,GUILD_STREET,YORK_STREET_WEST,HARCOURT_TERRACE,YORK_STREET_EAST,ST_JAMES_HOSPITAL_(LUAS),CLONMEL_STREET,JOHN_STREET_WEST,JAMES_STREET,MARKET_STREET_SOUTH,MATER_HOSPITAL,CONVENTION_CENTRE,PRINCES_STREET_/_O'CONNELL_STREET,WOLFE_TONE_STREET,OLIVER_BOND_STREET,BARROW_STREET,HERBERT_PLACE,GRAND_CANAL_DOCK,DENMARK_STREET_GREAT,FRANCIS_STREET,NORTH_CIRCULAR_ROAD,THE_POINT,KILMAINHAM_LANE,BLESSINGTON_STREET,ROYAL_HOSPITAL,COLLINS_BARRACKS_MUSEUM,BLACKHALL_PLACE,KILMAINHAM_GAOL,HEUSTON_STATION_(CAR_PARK),BENSON_STREET,FREDERICK_STREET_SOUTH,SOUTH_DOCK_ROAD,ST._JAMES_HOSPITAL_(CENTRAL),HEUSTON_BRIDGE_(NORTH),MOUNT_BROWN,CHATHAM_STREET,GRANTHAM_STREET,GRATTAN_STREET,HARDWICKE_STREET,HATCH_STREET,GOLDEN_LANE
00:00:08,23,22,2,13,29,20,9,20,11,37,3,3,2,24,3,17,7,22,23,20,1,18,3,17,20,11,2,18,28,12,2,10,5,10,8,9,14,25,14,7,32,2,10,4,32,18,0,10,0,5,1,14,21,27,37,9,25,4,18,4,22,24,26,2,7,5,26,9,5,10,5,4,0,22,2,40,13,39,1,13,14,36,3,20,13,13,28,6,18,24,24,29,0,14,8,0,21,8,3,3,10
00:02:08,23,22,2,13,29,20,9,20,11,37,3,3,2,24,3,17,8,22,23,20,1,18,3,17,20,11,2,18,28,12,1,11,5,10,8,9,14,25,14,6,32,2,10,4,32,18,0,10,0,5,1,14,21,27,37,9,25,4,18,4,22,24,26,2,7,5,26,9,5,10,5,4,0,22,2,40,13,39,1,13,14,36,3,20,13,13,28,6,18,24,24,29,0,14,8,0,21,8,3,3,10
00:04:09,23,22,2,13,29,20,9,20,11,37,3,3,2,24,3,17,8,22,23,20,1,18,3,17,20,12,2,18,28,12,1,11,5,10,8,10,15,25,15,6,32,1,10,3,32,18,0,10,0,5,1,14,21,27,37,9,25,5,19,3,22,24,26,2,7,5,26,9,5,10,5,4,0,22,2,40,13,39,1,13,14,36,3,20,13,13,28,6,18,24,24,29,0,14,8,0,21,8,3,3,10
00:06:09,23,22,2,13,29,20,9,20,11,37,3,3,2,24,3,17,8,22,23,20,1,18,3,17,20,12,2,18,28,12,1,11,5,10,8,10,15,25,15,6,32,1,10,3,32,18,0,10,0,5,1,14,21,27,37,9,25,5,19,3,22,24,26,2,7,5,26,9,5,10,5,4,0,22,2,40,13,39,1,13,14,36,3,20,13,13,28,6,18,24,24,29,0,14,8,0,21,8,3,3,10
00:08:09,23,22,2,13,28,20,9,20,11,37,3,3,2,24,3,17,8,22,23,20,1,18,3,17,19,13,1,18,28,12,1,11,5,10,8,10,15,25,15,6,32,1,10,3,32,18,0,10,0,5,1,14,21,27,37,9,25,5,19,3,22,24,26,2,7,5,26,9,5,10,5,4,0,22,2,40,13,39,1,13,14,36,3,20,13,13,28,6,18,24,24,29,0,13,8,0,21,8,3,3,10
00:10:08,23,22,2,13,28,20,9,20,11,37,3,3,2,24,3,17,8,22,23,20,1,18,3,17,19,13,2,18,28,11,1,11,5,10,8,10,15,25,15,5,32,1,10,3,32,18,0,10,0,5,1,14,21,27,37,9,25,5,19,3,22,24,26,2,7,5,26,9,5,10,5,4,0,22,2,40,13,39,1,13,14,36,3,20,13,13,28,6,18,24,24,29,0,13,8,0,21,8,3,3,10
00:12:09,23,22,2,13,28,20,9,20,11,37,3,3,2,24,3,17,8,22,23,20,1,18,3,17,19,13,2,18,28,11,1,11,5,10,8,10,15,25,15,5,32,1,10,3,32,18,0,10,0,5,1,14,21,27,37,9,25,5,19,3,22,24,26,2,7,5,26,9,5,10,5,4,0,22,2,40,13,39,1,13,14,36,3,20,13,13,28,6,18,24,24,29,0,13,8,0,21,8,3,3,10
00:14:09,23,22,2,13,29,20,10,20,11,37,3,3,2,24,3,17,9,22,23,20,1,18,3,17,19,13,2,18,28,11,1,11,5,10,8,10,15,25,15,5,32,1,10,3,32,18,0,10,0,5,1,14,21,27,37,9,25,5,19,3,22,24,26,2,6,5,26,9,5,10,5,4,0,22,2,40,13,39,1,13,14,36,3,20,13,13,28,7,18,24,23,29,0,13,8,0,20,8,3,3,10
00:16:09,23,22,2,13,29,20,10,20,11,37,2,3,2,24,3,17,9,22,23,20,1,18,3,18,20,13,2,18,27,11,1,11,5,10,8,10,15,25,15,5,32,1,10,2,32,18,0,10,0,5,1,14,21,27,36,9,25,5,19,2,22,24,26,2,6,5,26,9,5,10,5,3,2,22,2,40,13,39,1,13,14,36,3,20,13,13,28,8,18,24,23,29,0,13,9,0,20,8,3,3,10
00:18:08,23,22,2,13,29,20,10,20,11,37,2,3,2,24,3,17,9,22,23,20,1,18,3,18,20,13,2,18,27,11,1,11,5,10,8,10,15,25,15,5,32,1,10,2,32,18,0,10,0,5,1,14,21,27,36,9,25,5,19,2,22,24,26,2,6,5,26,9,5,10,5,3,2,22,2,40,13,39,1,13,14,36,3,20,13,13,28,8,18,24,23,29,0,13,9,0,20,8,3,3,10
00:20:08,23,22,2,13,29,20,10,20,11,37,2,3,2,24,3,17,10,22,23,20,1,18,3,18,20,14,3,18,27,11,1,11,5,9,8,10,15,25,15,4,32,1,10,2,32,17,0,10,0,5,0,14,21,27,36,9,25,5,19,2,22,24,26,2,6,5,26,9,5,10,5,3,2,22,2,40,13,39,1,13,14,36,3,20,12,13,28,8,18,24,23,29,0,13,9,0,21,8,2,3,10
00:22:09,23,22,2,13,29,20,10,20,11,37,2,3,2,23,3,17,10,23,23,20,1,18,3,18,20,14,3,18,28,11,1,11,5,9,8,10,15,25,15,3,32,1,10,2,32,16,0,9,0,5,0,14,21,26,36,9,25,5,19,2,22,24,26,2,6,5,26,9,5,10,5,3,2,22,2,40,13,39,1,13,15,36,3,20,12,13,28,8,18,24,23,29,0,13,9,0,21,8,2,3,10
00:24:09,23,22,2,13,29,20,10,20,11,37,2,3,2,23,3,17,10,23,23,20,1,18,3,18,20,14,3,18,28,11,1,11,5,9,8,10,15,25,15,3,32,1,10,2,32,16,0,9,0,5,0,14,21,26,36,9,25,5,19,2,22,24,26,2,6,5,26,9,5,10,5,3,2,22,2,40,13,39,1,13,15,36,3,20,12,13,28,8,18,24,23,29,0,13,9,0,21,8,2,3,10
00:26:08,23,22,2,13,29,20,11,20,11,36,2,3,2,23,3,17,10,23,23,20,1,18,3,18,20,14,3,18,28,11,1,10,5,9,8,10,15,25,15,3,32,1,10,2,32,16,0,9,1,5,0,14,21,26,36,9,25,5,19,2,22,24,27,2,6,5,25,9,5,10,5,3,3,22,2,40,13,39,1,13,15,36,3,20,12,13,28,8,18,24,23,29,0,14,9,0,21,8,2,3,10
00:28:08,23,22,2,13,29,20,11,19,11,36,2,3,2,23,3,17,10,23,23,20,1,18,3,18,20,14,3,18,28,11,1,10,5,9,8,10,14,25,15,3,32,1,10,2,32,18,0,9,1,5,0,14,21,26,35,9,25,4,19,2,22,24,27,2,6,5,24,9,5,10,5,3,3,22,2,40,13,39,1,13,15,36,3,20,12,13,28,8,18,24,23,29,0,14,9,1,22,8,2,3,10
00:30:09,23,22,2,13,29,20,11,19,11,36,2,3,2,23,3,17,10,23,23,20,1,18,3,18,20,14,3,18,28,11,1,10,5,9,8,10,14,25,15,3,32,1,10,2,32,18,0,9,1,5,0,14,21,26,35,9,25,4,19,2,22,24,27,2,6,5,24,9,5,10,5,3,3,22,2,40,13,39,1,13,15,36,3,20,12,13,28,8,18,24,23,29,0,14,9,1,22,8,2,3,10
00:32:09,23,22,2,13,29,20,11,19,11,36,2,3,2,23,3,17,10,23,23,20,1,18,3,18,20,14,3,18,28,11,1,11,5,10,8,10,14,24,15,3,32,1,10,2,32,18,0,9,1,5,0,14,21,26,35,9,25,4,19,2,22,24,27,2,6,5,24,9,5,10,5,3,3,22,2,40,12,39,2,13,15,36,3,20,12,13,28,8,18,24,23,29,0,14,9,1,22,8,2,3,10
00:34:08,23,22,2,13,29,21,12,19,11,35,2,3,2,23,3,16,9,23,23,20,1,18,3,17,19,14,3,18,28,10,1,11,5,10,8,10,14,23,15,3,32,1,10,2,32,18,0,9,1,5,1,14,21,26,35,9,25,4,19,1,22,24,27,2,6,5,23,9,5,9,5,3,3,22,1,40,13,39,2,13,16,35,3,20,12,13,28,8,18,25,23,29,0,14,9,1,21,8,2,3,10
00:36:08,23,22,2,13,29,21,12,19,11,35,2,3,2,23,3,16,9,23,23,20,1,18,3,17,19,14,3,18,28,10,1,11,5,10,8,10,14,23,15,3,32,1,10,2,32,18,0,9,1,5,1,14,21,26,35,9,25,4,19,1,22,24,27,2,6,5,23,9,5,9,5,3,3,22,1,40,13,39,2,13,16,35,3,20,12,13,28,8,18,25,23,29,0,14,9,1,21,8,2,3,10
00:38:08,23,22,2,13,29,21,12,19,11,35,2,3,2,23,3,16,9,23,23,20,1,18,3,17,20,14,3,19,28,10,1,11,5,10,8,10,14,23,15,3,32,1,10,2,32,18,0,9,1,5,1,14,21,26,35,9,25,4,21,1,22,24,27,2,6,5,23,9,5,9,5,3,3,22,1,40,12,38,2,13,16,35,3,20,12,13,28,8,18,25,23,29,0,14,9,1,21,8,2,3,10
00:40:09,23,22,2,13,29,21,12,19,11,35,2,3,2,23,3,16,9,23,23,20,1,18,3,17,20,14,3,19,28,10,1,11,5,10,8,10,14,23,15,3,32,1,10,2,32,18,0,9,1,5,1,14,21,27,35,9,25,4,21,1,22,24,27,2,6,5,23,9,5,9,5,3,3,22,1,40,12,39,2,13,16,35,3,20,13,13,28,8,18,25,23,29,0,14,9,1,21,8,2,3,10
