,FENIAN_STREET,CITY_QUAY,FITZWILLIAM_SQUARE_EAST,BROOKFIELD_ROAD,EMMET_ROAD,ROTHE_ABBEY,KING_STREET_NORTH,GREEK_STREET,WESTERN_WAY,CHARLEMONT_PLACE,PARKGATE_STREET,HIGH_STREET,HEUSTON_BRIDGE_(SOUTH),PORTOBELLO_HARBOUR,ECCLES_STREET_EAST,MERRION_SQUARE_EAST,SMITHFIELD,PORTOBELLO_ROAD,CUSTOM_HOUSE_QUAY,MERRION_SQUARE_WEST,HARDWICKE_PLACE,ST._STEPHEN'S_GREEN_EAST,MOLESWORTH_STREET,UPPER_SHERRARD_STREET,MOUNTJOY_SQUARE_WEST,LIME_STREET,EXCHEQUER_STREET,ORMOND_QUAY_UPPER,NEW_CENTRAL_BANK,DAME_STREET,PARNELL_SQUARE_NORTH,DEVERELL_PLACE,EARLSFORT_TERRACE,BOLTON_STREET,JAMES_STREET_EAST,ECCLES_STREET,CATHAL_BRUGHA_STREET,STRAND_STREET_GREAT,FITZWILLIAM_SQUARE_WEST,FOWNES_STREET_UPPER,HERBERT_STREET,PARNELL_STREET,ST._STEPHEN'S_GREEN_SOUTH,PEARSE_STREET,EXCISE_WALK,TALBOT_STREET,CUSTOM_HOUSE,GEORGES_QUAY,LEINSTER_STREET_SOUTH,WILTON_TERRACE,TOWNSEND_STREET,JERVIS_STREET,HEUSTON_STATION_(CENTRAL),SMITHFIELD_NORTH,KEVIN_STREET,NEWMAN_HOUSE,SANDWITH_STREET,MOUNT_STREET_LOWER,HANOVER_QUAY,CHRISTCHURCH_PLACE,SIR_PATRICK_DUN'S,GUILD_STREET,YORK_STREET_WEST,HARCOURT_TERRACE,YORK_STREET_EAST,ST_JAMES_HOSPITAL_(LUAS),CLONMEL_STREET,JOHN_STREET_WEST,JAMES_STREET,MARKET_STREET_SOUTH,MATER_HOSPITAL,CONVENTION_CENTRE,PRINCES_STREET_/_O'CONNELL_STREET,WOLFE_TONE_STREET,OLIVER_BOND_STREET,BARROW_STREET,HERBERT_PLACE,GRAND_CANAL_DOCK,DENMARK_STREET_GREAT,FRANCIS_STREET,NORTH_CIRCULAR_ROAD,THE_POINT,KILMAINHAM_LANE,BLESSINGTON_STREET,ROYAL_HOSPITAL,COLLINS_BARRACKS_MUSEUM,BLACKHALL_PLACE,KILMAINHAM_GAOL,HEUSTON_STATION_(CAR_PARK),BENSON_STREET,FREDERICK_STREET_SOUTH,SOUTH_DOCK_ROAD,ST._JAMES_HOSPITAL_(CENTRAL),HEUSTON_BRIDGE_(NORTH),MOUNT_BROWN,CHATHAM_STREET,GRANTHAM_STREET,GRATTAN_STREET,HARDWICKE_STREET,HATCH_STREET,GOLDEN_LANE
00:00:08,26,8,12,14,16,14,30,17,0,12,6,25,4,29,2,30,24,26,8,15,14,29,5,15,22,4,0,17,23,3,3,16,0,20,7,17,9,8,18,1,16,1,22,4,0,12,8,8,11,18,0,13,35,28,29,33,27,21,3,1,38,18,34,14,0,4,25,12,14,3,14,0,0,20,5,36,12,17,4,14,30,11,4,6,11,19,23,7,39,2,19,19,0,2,14,1,16,8,8,10,19
00:02:08,26,8,12,14,16,14,30,17,0,12,6,25,4,29,2,30,24,26,8,15,14,29,5,15,22,4,0,17,23,3,3,16,0,20,7,17,9,8,18,1,16,1,22,4,0,12,8,8,11,18,0,13,35,28,29,33,27,21,3,1,38,18,34,14,0,4,25,12,14,3,14,0,0,20,5,36,12,17,4,14,30,11,4,6,11,19,23,7,39,2,19,19,0,2,14,1,16,8,8,10,19
00:04:09,26,8,12,14,16,14,30,17,0,12,6,25,4,29,2,30,24,26,8,15,14,29,5,15,22,4,0,17,23,3,3,16,0,20,7,17,9,8,18,1,16,1,22,4,0,12,8,8,11,18,0,13,35,28,29,33,27,21,3,1,38,18,34,14,0,4,25,12,14,3,14,0,0,20,5,36,12,17,4,14,30,11,4,6,11,19,23,7,39,2,19,19,0,2,14,1,16,8,8,10,19
00:06:09,26,8,12,14,16,14,30,17,0,12,6,25,4,29,2,30,24,26,8,15,14,29,5,15,22,4,0,17,23,3,3,16,0,20,7,17,9,8,18,1,16,1,22,4,0,12,8,8,11,18,0,13,35,28,29,33,27,21,3,1,38,18,34,14,0,4,25,12,14,3,14,0,0,20,5,36,12,17,4,14,30,11,4,6,11,19,23,7,39,2,19,19,0,2,14,1,16,8,8,10,19
00:08:08,26,8,12,14,16,14,30,17,0,12,6,25,4,29,2,30,24,26,8,15,14,29,5,15,22,4,0,17,23,3,3,16,0,20,7,17,9,8,18,1,16,1,22,4,0,12,8,8,11,18,0,13,35,28,29,33,27,21,3,1,38,18,34,14,0,4,25,12,14,3,14,0,0,20,5,36,12,17,4,14,30,11,4,6,11,19,23,7,39,2,19,19,0,2,14,1,16,8,8,10,19
00:10:09,26,8,12,14,16,14,30,17,0,12,6,25,4,29,2,30,24,26,8,15,14,29,5,15,22,4,0,17,23,3,3,16,0,20,7,17,9,8,18,1,16,1,22,4,0,12,8,8,11,18,0,13,35,28,29,33,27,21,3,1,38,18,34,14,0,4,25,12,14,3,14,0,0,20,5,36,12,17,4,14,30,11,4,6,11,19,23,7,39,2,19,19,0,2,14,1,16,8,8,10,19
00:12:09,26,8,12,14,16,14,30,17,0,12,6,25,4,29,2,30,24,26,8,15,14,29,5,15,22,4,0,17,23,3,3,16,0,20,7,17,9,8,18,1,16,1,22,4,0,12,8,8,11,18,0,13,35,28,29,33,27,21,3,1,38,18,34,14,0,4,25,12,14,3,14,0,0,20,5,36,12,17,4,14,30,11,4,6,11,19,23,7,39,2,19,19,0,2,14,1,16,8,8,10,19
00:14:09,26,8,12,14,16,14,30,17,0,12,6,25,4,29,2,30,24,26,8,15,14,29,5,15,22,4,0,17,23,3,3,16,0,20,7,17,9,8,18,1,16,1,22,4,0,12,8,8,11,18,0,13,35,28,29,33,27,21,3,1,38,18,34,14,0,4,25,12,14,3,14,0,0,20,5,36,12,17,4,14,30,11,4,6,11,19,23,7,39,2,19,19,0,2,14,1,16,8,8,10,19
00:16:08,26,8,12,14,16,14,30,17,0,12,6,25,4,29,2,30,24,26,8,15,14,29,5,15,22,4,0,17,23,4,3,16,0,20,7,17,9,8,18,1,16,1,22,4,0,12,8,8,11,18,0,13,35,28,29,33,27,21,3,1,38,18,34,14,0,4,25,12,14,3,14,0,0,20,5,36,12,17,4,14,30,11,4,6,11,19,23,7,39,2,19,19,0,2,14,1,16,8,8,10,19
00:18:09,26,8,12,14,16,14,30,17,0,12,6,25,4,29,2,30,24,26,8,15,14,29,5,15,23,4,0,17,23,4,3,16,0,20,7,17,9,8,18,1,16,1,22,4,0,12,8,8,11,18,0,13,35,28,29,33,27,21,3,1,38,18,34,14,0,4,25,12,14,3,14,0,0,20,5,36,12,17,4,14,30,11,4,6,11,19,23,7,39,2,19,19,0,2,14,1,16,8,8,10,19
