,FENIAN_STREET,CITY_QUAY,FITZWILLIAM_SQUARE_EAST,BROOKFIELD_ROAD,EMMET_ROAD,ROTHE_ABBEY,KING_STREET_NORTH,GREEK_STREET,WESTERN_WAY,CHARLEMONT_PLACE,PARKGATE_STREET,HIGH_STREET,HEUSTON_BRIDGE_(SOUTH),PORTOBELLO_HARBOUR,ECCLES_STREET_EAST,MERRION_SQUARE_EAST,SMITHFIELD,PORTOBELLO_ROAD,CUSTOM_HOUSE_QUAY,MERRION_SQUARE_WEST,HARDWICKE_PLACE,ST._STEPHEN'S_GREEN_EAST,MOLESWORTH_STREET,UPPER_SHERRARD_STREET,MOUNTJOY_SQUARE_WEST,LIME_STREET,EXCHEQUER_STREET,ORMOND_QUAY_UPPER,NEW_CENTRAL_BANK,DAME_STREET,PARNELL_SQUARE_NORTH,DEVERELL_PLACE,EARLSFORT_TERRACE,BOLTON_STREET,JAMES_STREET_EAST,ECCLES_STREET,CATHAL_BRUGHA_STREET,STRAND_STREET_GREAT,FITZWILLIAM_SQUARE_WEST,FOWNES_STREET_UPPER,HERBERT_STREET,PARNELL_STREET,ST._STEPHEN'S_GREEN_SOUTH,PEARSE_STREET,EXCISE_WALK,TALBOT_STREET,CUSTOM_HOUSE,GEORGES_QUAY,LEINSTER_STREET_SOUTH,WILTON_TERRACE,TOWNSEND_STREET,JERVIS_STREET,HEUSTON_STATION_(CENTRAL),SMITHFIELD_NORTH,KEVIN_STREET,NEWMAN_HOUSE,SANDWITH_STREET,MOUNT_STREET_LOWER,HANOVER_QUAY,CHRISTCHURCH_PLACE,SIR_PATRICK_DUN'S,GUILD_STREET,YORK_STREET_WEST,HARCOURT_TERRACE,YORK_STREET_EAST,ST_JAMES_HOSPITAL_(LUAS),CLONMEL_STREET,JOHN_STREET_WEST,JAMES_STREET,MARKET_STREET_SOUTH,MATER_HOSPITAL,CONVENTION_CENTRE,PRINCES_STREET_/_O'CONNELL_STREET,WOLFE_TONE_STREET,OLIVER_BOND_STREET,BARROW_STREET,HERBERT_PLACE,GRAND_CANAL_DOCK,DENMARK_STREET_GREAT,FRANCIS_STREET,NORTH_CIRCULAR_ROAD,THE_POINT,KILMAINHAM_LANE,BLESSINGTON_STREET,ROYAL_HOSPITAL,COLLINS_BARRACKS_MUSEUM,BLACKHALL_PLACE,KILMAINHAM_GAOL,HEUSTON_STATION_(CAR_PARK),BENSON_STREET,FREDERICK_STREET_SOUTH,SOUTH_DOCK_ROAD,ST._JAMES_HOSPITAL_(CENTRAL),HEUSTON_BRIDGE_(NORTH),MOUNT_BROWN,CHATHAM_STREET,GRANTHAM_STREET,GRATTAN_STREET,HARDWICKE_STREET,HATCH_STREET,GOLDEN_LANE
00:00:09,1,0,14,30,31,25,25,15,20,17,32,15,20,28,27,11,21,30,4,0,10,0,0,25,30,0,3,10,21,0,11,18,0,3,0,20,13,12,8,0,3,3,0,2,7,37,1,0,0,19,0,1,32,20,0,1,1,12,3,0,5,14,4,6,1,27,1,18,25,17,33,13,2,3,20,26,8,2,10,30,26,24,16,20,37,38,27,38,37,0,0,24,31,32,22,0,13,10,11,0,0
00:02:08,1,0,14,30,31,25,25,15,20,17,32,15,20,28,27,10,21,30,4,0,10,0,0,26,30,0,3,10,21,0,11,18,0,3,0,20,14,12,8,0,3,2,0,2,7,38,1,0,0,19,0,1,32,20,0,1,1,12,3,0,5,14,4,6,2,27,0,18,26,17,33,13,2,3,20,26,8,2,10,30,26,24,16,20,37,38,27,38,37,0,0,24,31,32,22,0,13,10,11,0,0
00:04:09,1,0,14,30,31,25,25,15,20,17,32,15,20,28,27,10,21,30,4,0,10,0,0,26,30,0,3,10,21,0,11,18,0,3,0,20,14,12,8,0,3,2,0,2,7,38,1,0,0,19,0,1,32,20,0,1,1,12,3,0,5,14,4,6,2,27,0,18,26,17,33,13,2,3,20,26,8,2,10,30,26,24,16,20,37,38,27,38,37,0,0,24,31,32,22,0,13,10,11,0,0
00:06:09,1,0,14,30,31,25,25,15,22,17,32,15,20,28,27,10,19,30,4,0,10,0,0,26,30,0,2,10,21,0,11,18,0,3,0,20,14,12,8,0,3,2,0,2,7,38,0,0,0,18,0,1,32,20,0,1,1,12,3,0,5,14,4,6,2,27,0,18,27,17,33,13,2,3,20,24,7,2,10,30,25,24,16,20,37,38,27,38,37,0,0,24,31,32,22,0,13,10,11,0,0
00:08:08,1,0,14,30,31,26,25,15,22,17,32,15,20,28,27,10,19,30,4,0,10,0,0,26,30,0,2,10,22,0,11,19,0,3,0,20,14,12,8,0,3,2,0,2,7,38,0,0,0,18,0,1,32,20,0,1,1,12,2,0,5,14,4,6,2,27,0,18,27,18,33,13,2,3,20,24,7,2,10,30,25,24,16,20,37,38,27,38,37,0,0,24,31,32,22,0,13,10,11,0,0
00:10:09,1,0,14,30,31,26,25,15,22,17,32,15,20,28,27,10,19,30,4,0,10,0,0,26,30,0,2,10,22,0,11,19,0,3,0,20,14,12,8,0,3,2,0,2,7,38,0,0,0,18,0,1,32,20,0,1,1,12,2,0,5,14,4,6,2,27,0,18,27,18,33,13,2,3,20,24,7,2,10,30,25,24,16,20,37,38,27,38,37,0,0,24,31,32,22,0,13,10,11,0,0
00:12:09,1,0,14,30,31,26,25,15,23,17,32,15,20,28,27,9,19,30,4,0,10,0,0,26,30,0,2,8,22,0,11,19,0,3,0,20,15,12,8,0,3,2,0,2,7,37,0,0,0,18,0,1,32,20,1,1,1,12,2,0,5,14,4,6,2,27,0,18,27,18,33,13,3,3,20,24,7,2,11,30,25,25,16,20,37,38,27,38,37,0,0,24,31,32,22,0,13,10,11,0,0
00:14:08,1,0,14,30,31,26,25,15,24,17,31,15,20,27,27,9,19,30,3,0,10,0,0,27,30,0,2,8,22,0,11,19,0,3,0,20,15,12,8,0,3,2,0,2,7,37,0,0,0,19,0,1,32,20,0,1,1,12,2,0,5,14,4,6,3,27,0,18,27,19,33,13,3,2,20,24,7,2,11,30,25,25,16,20,37,38,27,38,37,0,0,24,31,32,22,0,13,10,11,0,0
00:16:09,1,0,14,30,31,26,25,15,24,17,31,15,20,27,27,9,19,30,3,0,10,0,0,27,30,0,2,8,22,0,11,19,0,3,0,20,15,12,8,0,3,2,0,2,7,37,0,0,0,19,0,1,32,20,0,1,1,12,2,0,5,14,4,6,3,27,0,18,27,19,33,13,3,2,20,24,7,2,11,30,25,25,16,20,37,38,27,38,37,0,0,24,31,32,22,0,13,10,11,0,0
00:18:09,1,0,14,30,31,26,25,15,24,17,31,15,20,27,27,9,20,29,3,0,9,0,0,27,30,0,0,8,22,0,11,19,0,3,0,20,15,12,8,1,3,2,0,2,7,37,0,0,0,19,0,1,32,20,0,1,1,12,2,0,5,14,4,6,3,27,0,18,27,19,33,13,3,2,20,25,7,2,11,30,25,25,16,20,37,38,27,38,37,0,0,24,31,32,22,0,13,10,11,0,0
