Time,Weather,Temperature,Feels_Like,Wind_Speed
00:00:09,Mostly Cloudy,12,12,8
00:02:08,Mostly Cloudy,12,12,8
00:04:09,Mostly Cloudy,12,12,8
00:06:09,Mostly Cloudy,12,12,8
00:08:09,Mostly Cloudy,12,12,8
00:10:08,Mostly Cloudy,12,12,8
00:12:09,Mostly Cloudy,12,12,8
00:14:09,Light Rain,12,12,11
00:16:08,Light Rain,12,12,11
00:18:09,Light Rain,12,12,11
00:20:09,Light Rain,12,12,11
00:22:08,Light Rain,12,12,11
00:24:09,Light Rain,12,12,11
00:26:09,Light Rain,12,12,11
00:28:08,Light Rain,12,12,11
00:30:08,Light Rain,12,12,11
00:32:09,Light Rain,12,12,11
00:34:09,Light Rain,12,12,11
00:36:08,Light Rain,12,12,11
00:38:09,Light Rain,12,12,11
00:40:08,Light Rain,12,12,11
00:42:09,Light Rain,12,12,11
00:44:09,Light Rain,12,12,11
00:46:09,Light Rain,12,12,11
00:48:08,Light Rain,12,12,11
00:50:08,Light Rain,12,12,11
00:52:09,Light Rain,12,12,11
00:54:08,Light Rain,12,12,11
00:56:09,Light Rain,12,12,11
00:58:08,Light Rain,12,12,11
01:00:16,Light Rain,12,12,11
01:02:09,Light Rain,12,12,11
01:04:09,Light Rain,12,12,11
01:06:08,Light Rain,12,12,11
01:08:09,Light Rain,12,12,11
01:10:09,Light Rain,12,12,11
01:12:09,Light Rain,12,12,11
01:14:08,Light Rain,12,12,12
01:16:09,Light Rain,12,12,12
01:18:08,Light Rain,12,12,12
01:20:08,Light Rain,12,12,12
01:22:09,Light Rain,12,12,12
01:24:09,Light Rain,12,12,12
01:26:09,Light Rain,12,12,12
01:28:09,Light Rain,12,12,12
01:30:09,Light Rain,12,12,12
01:32:09,Light Rain,12,12,12
01:34:09,Light Rain,12,12,12
01:36:08,Light Rain,12,12,12
01:38:08,Light Rain,12,12,12
01:40:09,Light Rain,12,12,12
01:42:09,Light Rain,12,12,12
01:44:08,Light Rain,12,12,12
01:46:08,Light Rain,12,12,12
01:48:09,Light Rain,12,12,12
01:50:09,Light Rain,12,12,12
01:52:08,Light Rain,12,12,12
01:54:09,Light Rain,12,12,12
01:56:09,Light Rain,12,12,12
01:58:08,Light Rain,12,12,12
02:00:09,Light Rain,12,12,12
02:02:09,Light Rain,12,12,12
02:04:09,Light Rain,12,12,12
02:06:08,Light Rain,12,12,12
02:08:08,Light Rain,12,12,12
02:10:09,Light Rain,12,12,12
02:12:09,Light Rain,12,12,12
02:14:08,Light Rain,11,11,16
02:16:09,Light Rain,11,11,16
02:18:09,Light Rain,11,11,16
02:20:08,Light Rain,11,11,16
02:22:09,Light Rain,11,11,16
02:24:09,Light Rain,11,11,16
02:26:09,Light Rain,11,11,16
02:28:08,Light Rain,11,11,16
02:30:09,Light Rain,11,11,16
02:32:09,Light Rain,11,11,16
02:34:09,Light Rain,11,11,16
02:36:08,Light Rain,11,11,16
02:38:09,Light Rain,11,11,16
02:40:08,Light Rain,11,11,16
02:42:09,Light Rain,11,11,16
02:44:09,Light Rain,11,11,16
02:46:08,Light Rain,11,11,16
02:48:09,Light Rain,11,11,16
02:50:09,Light Rain,11,11,16
02:52:09,Light Rain,11,11,16
02:54:08,Light Rain,11,11,16
02:56:09,Light Rain,11,11,16
02:58:09,Light Rain,11,11,16
03:00:08,Light Rain,11,11,16
03:02:09,Light Rain,11,11,16
03:04:09,Light Rain,11,11,16
03:06:09,Light Rain,11,11,16
03:08:08,Light Rain,11,11,16
03:10:09,Light Rain,11,11,16
03:12:09,Light Rain,11,11,16
03:14:09,Light Rain,12,12,27
03:16:09,Light Rain,12,12,27
03:18:09,Light Rain,12,12,27
03:20:09,Light Rain,12,12,27
03:22:08,Light Rain,12,12,27
03:24:09,Light Rain,12,12,27
03:26:09,Light Rain,12,12,27
03:28:08,Light Rain,12,12,27
03:30:09,Light Rain,12,12,27
03:32:09,Light Rain,12,12,27
03:34:08,Light Rain,12,12,27
03:36:09,Light Rain,12,12,27
03:38:09,Light Rain,12,12,27
03:40:08,Light Rain,12,12,27
03:42:08,Light Rain,12,12,27
03:44:09,Light Rain,12,12,27
03:46:09,Light Rain,12,12,27
03:48:09,Light Rain,12,12,27
03:50:08,Light Rain,12,12,27
03:52:09,Light Rain,12,12,27
03:54:09,Light Rain,12,12,27
03:56:08,Light Rain,12,12,27
03:58:09,Light Rain,12,12,27
04:00:09,Light Rain,12,12,27
04:02:09,Light Rain,12,12,27
04:04:09,Light Rain,12,12,27
04:06:09,Light Rain,12,12,27
04:08:09,Light Rain,12,12,27
04:10:08,Light Rain,12,12,27
04:12:09,Light Rain,12,12,27
04:14:09,Light Rain,12,12,27
04:16:08,Light Rain,12,12,27
04:18:09,Light Rain,12,12,27
04:20:08,Rain,11,11,22
04:22:09,Rain,11,11,22
04:24:09,Rain,11,11,22
04:26:09,Rain,11,11,22
04:28:09,Rain,11,11,22
04:30:09,Rain,11,11,22
04:32:09,Rain,11,11,22
04:34:08,Rain,11,11,22
04:36:09,Rain,11,11,22
04:38:09,Rain,11,11,22
04:40:08,Rain,11,11,22
04:42:09,Rain,11,11,22
04:44:09,Rain,11,11,22
04:46:08,Rain,11,11,22
04:48:09,Rain,11,11,22
04:50:09,Rain,11,11,22
04:52:09,Rain,11,11,22
04:54:08,Rain,11,11,22
04:56:08,Rain,11,11,22
04:58:09,Rain,11,11,22
05:00:09,Rain,11,11,22
05:02:08,Rain,11,11,22
05:04:09,Rain,11,11,22
05:06:08,Rain,11,11,22
05:08:08,Rain,11,11,22
05:10:09,Rain,11,11,22
05:12:09,Rain,11,11,22
05:14:08,Mostly Cloudy,12,12,4
05:16:09,Mostly Cloudy,12,12,4
05:18:08,Mostly Cloudy,12,12,4
05:20:08,Mostly Cloudy,12,12,4
05:22:09,Mostly Cloudy,12,12,4
05:24:09,Mostly Cloudy,12,12,4
05:26:08,Mostly Cloudy,12,12,4
05:28:09,Mostly Cloudy,12,12,4
05:30:09,Mostly Cloudy,12,12,4
05:32:09,Mostly Cloudy,12,12,4
05:34:09,Mostly Cloudy,12,12,4
05:36:09,Mostly Cloudy,12,12,4
05:38:09,Mostly Cloudy,12,12,4
05:40:08,Mostly Cloudy,12,12,4
05:42:09,Mostly Cloudy,12,12,4
05:44:09,Mostly Cloudy,12,12,4
05:46:08,Mostly Cloudy,12,12,4
05:48:09,Mostly Cloudy,12,12,4
05:50:09,Mostly Cloudy,12,12,4
05:52:08,Mostly Cloudy,12,12,4
05:54:09,Mostly Cloudy,12,12,4
05:56:09,Mostly Cloudy,12,12,4
05:58:08,Mostly Cloudy,12,12,4
06:00:09,Mostly Cloudy,12,12,4
06:02:09,Mostly Cloudy,12,12,4
06:04:09,Mostly Cloudy,12,12,4
06:06:09,Mostly Cloudy,12,12,4
06:08:09,Mostly Cloudy,12,12,4
06:10:09,Mostly Cloudy,12,12,4
06:12:09,Mostly Cloudy,12,12,4
06:14:09,Mostly Cloudy,12,12,4
06:16:08,Mostly Cloudy,12,12,4
06:18:09,Mostly Cloudy,12,12,4
06:20:09,Mostly Cloudy,13,13,14
06:22:09,Mostly Cloudy,13,13,14
06:24:09,Mostly Cloudy,13,13,14
06:26:09,Mostly Cloudy,13,13,14
06:28:09,Mostly Cloudy,13,13,14
06:30:09,Mostly Cloudy,13,13,14
06:32:09,Mostly Cloudy,13,13,14
06:34:09,Mostly Cloudy,13,13,14
06:36:09,Mostly Cloudy,13,13,14
06:38:08,Mostly Cloudy,13,13,14
06:40:09,Mostly Cloudy,13,13,14
06:42:09,Mostly Cloudy,13,13,14
06:44:09,Mostly Cloudy,13,13,14
06:46:08,Mostly Cloudy,13,13,14
06:48:09,Mostly Cloudy,13,13,14
06:50:09,Mostly Cloudy,13,13,14
06:52:08,Mostly Cloudy,13,13,14
06:54:09,Mostly Cloudy,13,13,14
06:56:09,Mostly Cloudy,13,13,14
06:58:09,Mostly Cloudy,13,13,14
07:00:08,Mostly Cloudy,13,13,14
07:02:09,Mostly Cloudy,13,13,14
07:04:08,Mostly Cloudy,13,13,14
07:06:09,Mostly Cloudy,13,13,14
07:08:09,Mostly Cloudy,13,13,14
07:10:08,Mostly Cloudy,13,13,14
07:12:09,Mostly Cloudy,13,13,14
07:14:09,Mostly Cloudy,13,13,14
07:16:08,Mostly Cloudy,13,13,14
07:18:09,Mostly Cloudy,13,13,14
07:20:09,Light Rain,13,13,24
07:22:08,Light Rain,13,13,24
07:24:09,Light Rain,13,13,24
07:26:09,Light Rain,13,13,24
07:28:08,Light Rain,13,13,24
07:30:09,Light Rain,13,13,24
07:32:09,Light Rain,13,13,24
07:34:09,Light Rain,13,13,24
07:36:08,Light Rain,13,13,24
07:38:09,Light Rain,13,13,24
07:40:09,Light Rain,13,13,24
07:42:08,Light Rain,13,13,24
07:44:09,Mostly Cloudy,12,12,24
07:46:09,Mostly Cloudy,12,12,24
07:48:09,Mostly Cloudy,12,12,24
07:50:08,Mostly Cloudy,12,12,24
07:52:09,Mostly Cloudy,12,12,24
07:54:09,Mostly Cloudy,12,12,24
07:56:09,Mostly Cloudy,12,12,24
07:58:08,Mostly Cloudy,12,12,24
08:00:09,Mostly Cloudy,12,12,24
08:02:09,Mostly Cloudy,12,12,24
08:04:09,Mostly Cloudy,12,12,24
08:06:08,Mostly Cloudy,12,12,24
08:08:09,Mostly Cloudy,12,12,24
08:10:09,Mostly Cloudy,12,12,24
08:12:08,Mostly Cloudy,12,12,24
08:14:08,Mostly Cloudy,12,12,25
08:16:09,Mostly Cloudy,12,12,25
08:18:08,Mostly Cloudy,12,12,25
08:20:08,Mostly Cloudy,12,12,25
08:22:09,Mostly Cloudy,12,12,25
08:24:09,Mostly Cloudy,12,12,25
08:26:08,Mostly Cloudy,12,12,25
08:28:09,Mostly Cloudy,12,12,25
08:30:09,Mostly Cloudy,12,12,25
08:32:08,Mostly Cloudy,12,12,25
08:34:09,Mostly Cloudy,12,12,25
08:36:09,Mostly Cloudy,12,12,25
08:38:09,Mostly Cloudy,12,12,25
08:40:08,Mostly Cloudy,12,12,25
08:42:09,Mostly Cloudy,12,12,25
08:44:09,Mostly Cloudy,12,12,20
08:46:08,Mostly Cloudy,12,12,20
08:48:09,Mostly Cloudy,12,12,20
08:50:09,Mostly Cloudy,12,12,20
08:52:09,Mostly Cloudy,12,12,20
08:54:09,Mostly Cloudy,12,12,20
08:56:09,Mostly Cloudy,12,12,20
08:58:09,Mostly Cloudy,12,12,20
