Time,Weather,Temperature,Feels_Like,Wind_Speed
00:00:09,Fair,1,-2,11
00:02:09,Fair,1,-2,11
00:04:08,Fair,1,-2,11
00:06:09,Fair,1,-2,11
00:08:09,Fair,1,-2,11
00:10:09,Fair,1,-2,11
00:12:08,Fair,1,-2,11
00:14:08,Fair,1,-2,11
00:16:09,Fair,1,-3,14
00:18:09,Fair,1,-3,14
00:20:08,Fair,1,-3,14
00:22:08,Fair,1,-3,14
00:24:09,Fair,1,-3,14
00:26:09,Fair,1,-3,14
00:28:08,Fair,1,-3,14
00:30:09,Fair,1,-3,14
00:32:09,Fair,1,-3,14
00:34:08,Fair,1,-3,14
00:36:08,Fair,1,-3,14
00:38:09,Fair,1,-3,14
00:40:09,Fair,1,-3,14
00:42:09,Fair,1,-3,14
00:44:08,Fair,1,-3,14
00:46:08,Fair,1,-3,14
00:48:09,Fair,1,-3,14
00:50:09,Fair,1,-3,14
00:52:09,Fair,1,-3,14
00:54:09,Fair,1,-3,14
00:56:09,Fair,1,-3,14
00:58:08,Fair,1,-3,14
01:00:17,Fair,1,-3,14
01:02:08,Fair,1,-3,14
01:04:09,Fair,1,-3,14
01:06:09,Fair,1,-3,14
01:08:08,Fair,1,-3,14
01:10:09,Fair,1,-3,14
01:12:09,Fair,1,-3,14
01:14:09,Fair,1,-3,14
01:16:08,Fair,1,-1,9
01:18:09,Fair,1,-1,9
01:20:09,Fair,1,-1,9
01:22:08,Fair,1,-1,9
01:24:08,Fair,1,-1,9
01:26:09,Fair,1,-1,9
01:28:09,Fair,1,-1,9
01:30:09,Fair,1,-1,9
01:32:09,Fair,1,-1,9
01:34:09,Fair,1,-1,9
01:36:08,Fair,1,-1,9
01:38:09,Fair,1,-1,9
01:40:09,Fair,1,-1,9
01:42:09,Fair,1,-1,9
01:44:08,Fair,1,-1,9
01:46:08,Fair,1,-1,9
01:48:09,Fair,1,-1,9
01:50:09,Fair,1,-1,9
01:52:09,Fair,1,-1,9
01:54:08,Fair,1,-1,9
01:56:09,Fair,1,-1,9
01:58:09,Fair,1,-1,9
02:00:09,Fair,1,-1,9
02:02:08,Fair,1,-1,9
02:04:09,Fair,1,-1,9
02:06:09,Fair,1,-1,9
02:08:08,Fair,1,-1,9
02:10:08,Fair,0,-2,8
02:12:09,Fair,0,-2,8
02:14:09,Fair,0,-2,8
02:16:09,Fair,0,-2,8
02:18:08,Fair,0,-2,8
02:20:09,Fair,0,-2,8
02:22:09,Fair,0,-2,8
02:24:09,Fair,0,-2,8
02:26:08,Fair,0,-2,8
02:28:08,Fair,0,-2,8
02:30:08,Fair,0,-2,8
02:32:09,Fair,0,-2,8
02:34:08,Fair,0,-2,8
02:36:09,Fair,0,-2,8
02:38:09,Fair,0,-2,8
02:40:09,Fair,0,-2,8
02:42:08,Fair,0,-2,8
02:44:09,Fair,0,-2,8
02:46:09,Fair,0,-2,8
02:48:09,Fair,0,-2,8
02:50:08,Fair,0,-2,8
02:52:08,Fair,0,-2,8
02:54:09,Fair,0,-2,8
02:56:09,Fair,0,-2,8
02:58:09,Fair,0,-2,8
03:00:09,Fair,0,-2,8
03:02:09,Fair,0,-2,8
03:04:09,Fair,0,-2,8
03:06:09,Fair,0,-2,8
03:08:08,Fair,0,-2,8
03:10:09,Fair,0,-2,8
03:12:09,Fair,0,-2,8
03:14:09,Fair,0,-2,8
03:16:08,Fair,0,-2,8
03:18:09,Fair,0,-2,8
03:20:09,Fair,0,-2,8
03:22:08,Fair,0,-2,8
03:24:09,Fair,0,-2,8
03:26:09,Fair,0,-2,8
03:28:08,Fair,0,-2,8
03:30:09,Fair,0,-2,8
03:32:09,Fair,0,-2,8
03:34:09,Fair,0,-2,8
03:36:08,Fair,0,-2,8
03:38:08,Fair,0,-2,8
03:40:09,Fair,0,-2,8
03:42:09,Fair,0,-2,8
03:44:09,Fair,0,-2,8
03:46:08,Fair,0,-2,8
03:48:09,Fair,0,-2,8
03:50:09,Fair,0,-2,8
03:52:09,Fair,0,-2,8
03:54:09,Fair,0,-2,8
03:56:09,Fair,0,-2,8
03:58:09,Fair,0,-2,8
04:00:08,Fair,0,-2,8
04:02:09,Fair,0,-2,8
04:04:09,Fair,0,-2,8
04:06:08,Fair,0,-2,8
04:08:08,Fair,0,-2,8
04:10:09,Fair,0,-3,11
04:12:09,Fair,0,-3,11
04:14:08,Fair,0,-3,11
04:16:08,Fair,0,-3,11
04:18:09,Fair,0,-3,11
04:20:09,Fair,0,-3,11
04:22:09,Fair,0,-3,11
04:24:09,Fair,0,-3,11
04:26:09,Fair,0,-3,11
04:28:09,Fair,0,-3,11
04:30:08,Fair,0,-3,11
04:32:09,Fair,0,-3,11
04:34:09,Fair,0,-3,11
04:36:08,Fair,0,-3,11
04:38:08,Fair,0,-3,11
04:40:09,Fair,0,-3,11
04:42:09,Fair,0,-3,11
04:44:08,Fair,0,-3,11
04:46:08,Fair,0,-3,11
04:48:09,Fair,0,-3,11
04:50:09,Fair,0,-3,11
04:52:09,Fair,0,-3,11
04:54:08,Fair,0,-3,11
04:56:09,Fair,0,-3,11
04:58:09,Fair,0,-3,11
05:00:09,Fair,0,-3,11
05:02:09,Fair,0,-3,11
05:04:09,Fair,0,-3,11
05:06:09,Fair,0,-3,11
05:08:08,Fair,0,-3,11
05:10:08,Fair,-1,-5,12
05:12:09,Fair,-1,-5,12
05:14:09,Fair,-1,-5,12
05:16:09,Fair,-1,-5,12
05:18:08,Fair,-1,-5,12
05:20:08,Fair,-1,-5,12
05:22:09,Fair,-1,-5,12
05:24:09,Fair,-1,-5,12
05:26:09,Fair,-1,-5,12
05:28:09,Fair,-1,-5,12
05:30:08,Fair,-1,-5,12
05:32:09,Fair,-1,-5,12
05:34:09,Fair,-1,-5,12
05:36:09,Fair,-1,-5,12
05:38:08,Fair,-1,-5,12
05:40:08,Fair,-1,-5,12
05:42:09,Fair,-1,-5,12
05:44:09,Fair,-1,-5,12
05:46:09,Fair,-1,-5,12
05:48:08,Fair,-1,-5,12
05:50:09,Fair,-1,-5,12
05:52:09,Fair,-1,-5,12
05:54:09,Fair,-1,-5,12
05:56:09,Fair,-1,-5,12
05:58:08,Fair,-1,-5,12
06:00:08,Fair,-1,-5,12
06:02:09,Fair,-1,-5,12
06:04:09,Fair,-1,-5,12
06:06:09,Fair,-1,-5,12
06:08:09,Fair,-1,-5,12
06:10:08,Fair,-1,-4,9
06:12:09,Fair,-1,-4,9
06:14:09,Fair,-1,-4,9
06:16:09,Fair,-1,-4,9
06:18:08,Fair,-1,-4,9
06:20:09,Fair,-1,-4,9
06:22:09,Fair,-1,-4,9
06:24:08,Fair,-1,-4,9
06:26:09,Fair,-1,-4,9
06:28:09,Fair,-1,-4,9
06:30:08,Fair,-1,-4,9
06:32:09,Fair,-1,-4,9
06:34:09,Fair,-1,-4,9
06:36:09,Fair,-1,-4,9
06:38:09,Fair,-1,-4,9
06:40:09,Fair,-1,-4,9
06:42:09,Fair,-1,-4,9
06:44:09,Fair,-1,-4,9
06:46:09,Fair,-1,-4,9
06:48:08,Fair,-1,-4,9
06:50:09,Fair,-1,-4,9
06:52:09,Fair,-1,-4,9
06:54:08,Fair,-1,-4,9
06:56:09,Fair,-1,-4,9
06:58:09,Fair,-1,-4,9
07:00:09,Fair,-1,-4,9
07:02:09,Fair,-1,-4,9
07:04:09,Fair,-1,-4,9
07:06:09,Fair,-1,-4,9
07:08:08,Fair,-1,-4,9
07:10:08,Fair,0,-2,8
07:12:09,Fair,0,-2,8
07:14:09,Fair,0,-2,8
07:16:09,Fair,0,-2,8
07:18:08,Fair,0,-2,8
07:20:09,Fair,0,-2,8
07:22:09,Fair,0,-2,8
07:24:09,Fair,0,-2,8
07:26:09,Fair,0,-2,8
07:28:08,Fair,0,-2,8
07:30:09,Fair,0,-2,8
07:32:08,Fair,0,-2,8
07:34:09,Fair,0,-2,8
07:36:09,Fair,0,-2,8
07:38:09,Fair,0,-2,8
07:40:08,Fair,0,-2,8
07:42:09,Fair,0,-2,8
07:44:09,Fair,0,-2,8
07:46:09,Fair,0,-2,8
07:48:08,Fair,0,-2,8
07:50:08,Fair,0,-2,8
07:52:09,Fair,0,-2,8
07:54:09,Fair,0,-2,8
07:56:09,Fair,0,-2,8
07:58:08,Fair,0,-2,8
08:00:09,Fair,0,-2,8
08:02:09,Fair,0,-2,8
08:04:08,Fair,0,-2,8
08:06:09,Fair,0,-2,8
08:08:09,Fair,0,-2,8
08:10:09,Fair,0,-2,8
08:12:08,Fair,0,-2,8
08:14:08,Fair,0,-2,8
08:16:09,Mostly Cloudy,-1,-1,4
08:18:09,Mostly Cloudy,-1,-1,4
08:20:08,Mostly Cloudy,-1,-1,4
08:22:09,Mostly Cloudy,-1,-1,4
08:24:09,Mostly Cloudy,-1,-1,4
08:26:09,Mostly Cloudy,-1,-1,4
08:28:09,Mostly Cloudy,-1,-1,4
08:30:09,Mostly Cloudy,-1,-1,4
08:32:08,Mostly Cloudy,-1,-1,4
08:34:09,Mostly Cloudy,-1,-1,4
08:36:09,Mostly Cloudy,-1,-1,4
08:38:09,Mostly Cloudy,-1,-1,4
08:40:08,Mostly Cloudy,-1,-1,4
08:42:09,Mostly Cloudy,-1,-1,4
08:44:09,Mostly Cloudy,-1,-1,4
08:46:08,Mostly Cloudy,-1,-1,4
08:48:09,Mostly Cloudy,-1,-1,4
08:50:09,Mostly Cloudy,-1,-1,4
08:52:09,Mostly Cloudy,-1,-1,4
08:54:08,Mostly Cloudy,-1,-1,4
08:56:09,Mostly Cloudy,-1,-1,4
08:58:09,Mostly Cloudy,-1,-1,4
09:00:09,Mostly Cloudy,-1,-1,4
09:02:09,Mostly Cloudy,-1,-1,4
09:04:09,Mostly Cloudy,-1,-1,4
09:06:09,Mostly Cloudy,-1,-1,4
09:08:08,Mostly Cloudy,-1,-1,4
09:10:08,Mostly Cloudy,0,0,4
09:12:09,Mostly Cloudy,0,0,4
09:14:09,Mostly Cloudy,0,0,4
09:16:08,Mostly Cloudy,0,0,4
09:18:09,Mostly Cloudy,0,0,4
09:20:09,Mostly Cloudy,0,0,4
09:22:09,Mostly Cloudy,0,0,4
09:24:09,Mostly Cloudy,0,0,4
09:26:09,Mostly Cloudy,0,0,4
09:28:09,Mostly Cloudy,0,0,4
09:30:08,Mostly Cloudy,0,0,4
09:32:09,Mostly Cloudy,0,0,4
09:34:09,Mostly Cloudy,0,0,4
09:36:09,Mostly Cloudy,0,0,4
09:38:08,Mostly Cloudy,0,0,4
09:40:08,Mostly Cloudy,1,-1,8
09:42:09,Mostly Cloudy,1,-1,8
09:44:09,Mostly Cloudy,1,-1,8
09:46:08,Mostly Cloudy,1,-1,8
09:48:09,Mostly Cloudy,1,-1,8
09:50:09,Mostly Cloudy,1,-1,8
09:52:09,Mostly Cloudy,1,-1,8
09:54:08,Mostly Cloudy,1,-1,8
09:56:09,Mostly Cloudy,1,-1,8
09:58:09,Mostly Cloudy,1,-1,8
10:00:08,Mostly Cloudy,1,-1,8
10:02:09,Mostly Cloudy,1,-1,8
10:04:09,Mostly Cloudy,1,-1,8
10:06:08,Mostly Cloudy,1,-1,8
10:08:09,Mostly Cloudy,1,-1,8
10:10:09,Mostly Cloudy,1,-1,8
10:12:09,Mostly Cloudy,1,-1,8
10:14:08,Mostly Cloudy,1,-1,8
10:16:08,Mostly Cloudy,2,2,1
10:18:09,Mostly Cloudy,2,2,1
10:20:09,Mostly Cloudy,2,2,1
10:22:08,Mostly Cloudy,2,2,1
10:24:09,Mostly Cloudy,2,2,1
10:26:09,Mostly Cloudy,2,2,1
10:28:08,Mostly Cloudy,2,2,1
10:30:08,Mostly Cloudy,2,2,1
10:32:09,Mostly Cloudy,2,2,1
10:34:09,Mostly Cloudy,2,2,1
10:36:09,Mostly Cloudy,2,2,1
10:38:08,Mostly Cloudy,2,2,1
10:40:08,Fair,1,1,3
10:42:09,Fair,1,1,3
10:44:09,Fair,1,1,3
10:46:09,Mostly Cloudy,1,-1,8
10:48:08,Mostly Cloudy,1,-1,8
10:50:08,Mostly Cloudy,1,-1,8
10:52:09,Mostly Cloudy,1,-1,8
10:54:09,Mostly Cloudy,1,-1,8
10:56:09,Mostly Cloudy,1,-1,8
10:58:09,Mostly Cloudy,1,-1,8
11:00:08,Mostly Cloudy,1,-1,8
11:02:09,Mostly Cloudy,1,-1,8
11:04:09,Mostly Cloudy,1,-1,8
11:06:09,Mostly Cloudy,1,-1,8
11:08:08,Mostly Cloudy,1,-1,8
11:10:09,Mostly Cloudy,1,-1,8
11:12:09,Mostly Cloudy,1,-1,8
11:14:09,Mostly Cloudy,1,-1,8
11:16:09,Mostly Cloudy,2,2,3
11:18:09,Mostly Cloudy,2,2,3
11:20:08,Mostly Cloudy,2,2,3
11:22:09,Mostly Cloudy,2,2,3
11:24:09,Mostly Cloudy,2,2,3
11:26:09,Mostly Cloudy,2,2,3
11:28:08,Mostly Cloudy,2,2,3
11:30:09,Mostly Cloudy,2,2,3
11:32:09,Mostly Cloudy,2,2,3
11:34:08,Mostly Cloudy,2,2,3
11:36:09,Mostly Cloudy,2,2,3
11:38:09,Mostly Cloudy,2,2,3
11:40:09,Mostly Cloudy,2,2,3
11:42:09,Mostly Cloudy,2,2,3
11:44:09,Mostly Cloudy,2,2,3
11:46:09,Mostly Cloudy,2,2,3
11:48:09,Mostly Cloudy,2,2,3
11:50:09,Mostly Cloudy,2,2,3
11:52:09,Mostly Cloudy,6,6,1
11:54:08,Mostly Cloudy,6,6,1
11:56:09,Mostly Cloudy,6,6,1
11:58:09,Mostly Cloudy,6,6,1
12:00:08,Mostly Cloudy,6,6,1
12:02:09,Mostly Cloudy,6,6,1
12:04:09,Mostly Cloudy,6,6,1
12:06:09,Mostly Cloudy,6,6,1
12:08:09,Mostly Cloudy,6,6,1
12:10:08,Mostly Cloudy,6,6,1
12:12:09,Mostly Cloudy,6,6,1
12:14:09,Mostly Cloudy,6,6,1
12:16:09,Partly Cloudy,7,7,4
12:18:09,Partly Cloudy,7,7,4
12:20:09,Partly Cloudy,7,7,4
12:22:08,Partly Cloudy,7,7,4
12:24:08,Partly Cloudy,7,7,4
12:26:09,Partly Cloudy,7,7,4
12:28:09,Partly Cloudy,7,7,4
12:30:08,Partly Cloudy,7,7,4
12:32:09,Partly Cloudy,7,7,4
